,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,RH_pred,AH_pred,Time
3501,0.1,1076.0,9.286930935153805,950.5,112.0,729.75,109.0,1675.0,704.25,36.549999237061,28.650000095367,1.7255849069624878,25.983622,1.6238109,2004-08-03 15:00:00
3502,0.1,1102.5,10.977346204363998,1013.5,112.0,684.25,109.0,1749.0,790.5,37.950000762939,24.724999904633,1.6072576593821213,24.460682,1.6665986,2004-08-03 16:00:00
3503,0.1,1116.75,12.069144307024448,1052.0,148.0,671.0,137.0,1780.25,824.0,37.525000572205,24.425000190735,1.5515142729232243,24.614548,1.5374551,2004-08-03 17:00:00
3504,0.1,1166.0,13.727648493354911,1107.75,140.0,622.0,134.0,1853.75,912.75,35.52499961853,28.925000667572,1.64677035918056,27.082998,1.6333228,2004-08-03 18:00:00
3505,0.1,1156.5,12.942853590314305,1081.75,125.0,631.0,114.0,1853.75,906.75,31.89999961853,37.500000953674,1.7441961668975225,34.67497,1.7765671,2004-08-03 19:00:00
3506,0.1,1136.25,10.339495318438898,990.25,111.0,672.25,100.0,1807.25,918.0,30.074999809265,45.049999237061,1.8891370306789124,42.52857,1.8195616,2004-08-03 20:00:00
3507,0.1,1121.75,9.507952908441492,959.0,102.0,685.25,92.0,1798.0,913.5,28.849999427795,48.875,1.9105036850978294,45.99467,1.8673353,2004-08-03 21:00:00
3508,0.1,1121.0,10.298903534281454,988.75,108.0,658.75,97.0,1821.0,954.5,28.824999809265,48.775000572205,1.9038521570318252,45.306225,1.8436283,2004-08-03 22:00:00
3509,0.1,1150.0,11.165570527452475,1020.25,132.0,645.0,111.0,1834.5,1062.5,27.999999523163,49.0,1.8236553100897315,45.307564,1.7872801,2004-08-03 23:00:00
3510,0.1,1073.5,9.23524812530208,948.5,104.0,678.0,89.0,1750.5,982.0,27.52499961853,51.549999237061,1.8664304777222074,45.731583,1.7331285,2004-08-04 00:00:00
3511,0.1,1038.5,7.995559921982606,899.0,92.0,714.0,87.0,1717.0,913.75,27.324999809265,51.525000572205,1.8439645598994352,46.97091,1.764329,2004-08-04 01:00:00
3512,0.1,962.75,5.8388712751462535,804.25,78.0,791.25,69.0,1657.75,861.25,26.674999713898,53.300000190735,1.8365692162981855,50.189156,1.7927998,2004-08-04 02:00:00
3513,0.1,889.0,3.9868992729385573,710.0,78.0,889.25,69.0,1565.5,712.75,25.875,55.099999427795,1.8116812188763218,53.59464,1.7637004,2004-08-04 03:00:00
3514,0.1,868.25,2.9998372622487612,652.0,78.0,961.5,69.0,1525.75,740.0,26.974999904633,51.75,1.81465337839003,51.025925,1.7859278,2004-08-04 04:00:00
3515,0.1,877.25,3.0278593859425342,653.75,78.0,987.25,69.0,1528.5,801.0,26.824999809265,50.89999961853,1.7692996424395229,48.98561,1.7252986,2004-08-04 05:00:00
3516,0.1,1055.5,7.8444721173508505,892.75,78.0,732.5,69.0,1742.5,1131.5,25.000000476837,56.974999427795,1.779228431271974,55.74908,1.8293611,2004-08-04 06:00:00
3517,0.1,1288.0,19.335163043635053,1277.75,78.0,521.25,69.0,2181.75,1472.5,26.224999904633,52.824999809265,1.7729078548378012,51.897614,1.8039973,2004-08-04 07:00:00
3518,0.1,1380.5,26.000734806945626,1454.25,78.0,455.25,69.0,2403.75,1606.75,28.275000095367,47.550000190735,1.7980684512392675,46.521816,1.9129449,2004-08-04 08:00:00
3519,0.1,1112.75,10.632392251862324,1001.0,78.0,663.0,69.0,1782.75,1146.25,29.875,42.14999961853,1.7474400452141376,40.172787,1.6851131,2004-08-04 09:00:00
3520,0.1,1062.25,8.245998766973687,909.25,78.0,764.25,69.0,1687.25,866.75,32.975000858307,35.425000190735,1.7503579249554089,34.48762,1.7102168,2004-08-04 10:00:00
3521,0.1,1093.5,9.943304590471374,975.5,78.0,718.75,69.0,1752.5,869.25,35.60000038147,30.599999904633,1.7493462944629676,30.429712,1.7549627,2004-08-04 11:00:00
3522,0.1,1050.25,8.574603232050288,922.5,78.0,747.0,69.0,1661.5,743.75,37.075000762939,27.924999237061,1.7308782760166792,26.482744,1.6816938,2004-08-04 12:00:00
3523,0.1,1055.75,8.66859690079334,926.25,78.0,747.5,69.0,1643.0,701.5,37.925000190735,25.650000572205,1.6651273243950342,24.787706,1.6430006,2004-08-04 13:00:00
3524,0.1,943.5,6.036635420094221,813.5,78.0,851.5,69.0,1489.0,553.5,37.224999427795,23.625,1.4763789938303216,23.248293,1.4854957,2004-08-04 14:00:00
3525,0.1,1003.25,8.032003716425482,900.5,78.0,812.75,69.0,1589.0,661.25,39.124999046326,21.699999332428,1.5031116502640773,21.900198,1.5007052,2004-08-04 15:00:00
3526,0.1,1017.75,7.563761174473438,881.0,78.0,827.5,69.0,1590.25,629.75,39.300000190735,21.974999904633,1.5365640973487211,22.540989,1.5844227,2004-08-04 16:00:00
3527,0.1,1107.75,10.673538660162198,1002.5,78.0,726.75,69.0,1709.5,802.5,38.199999809265,23.77499961853,1.566591376028367,23.79946,1.6290107,2004-08-04 17:00:00
3528,0.1,1048.5,8.681162387088841,926.75,78.0,750.0,69.0,1658.75,727.0,34.025000572205,33.199999809265,1.7394822123160343,30.331257,1.650295,2004-08-04 18:00:00
3529,0.1,1078.25,7.953131497568524,897.25,78.0,731.5,69.0,1751.25,893.5,25.525000095367,58.64999961853,1.8891255481389688,55.33604,1.8511412,2004-08-04 19:00:00
3530,0.1,998.75,7.229194013399055,866.75,78.0,785.0,69.0,1644.0,864.25,27.224999427795,46.024998664856,1.6375762075319882,43.77288,1.610633,2004-08-04 20:00:00
3531,0.1,942.5,5.696332871686994,797.5,78.0,845.5,69.0,1571.25,743.0,27.625000476837,45.249999046326,1.6478722059885427,41.79382,1.5702574,2004-08-04 21:00:00
3532,0.1,986.75,5.534533486623454,789.75,78.0,838.25,69.0,1607.75,829.5,25.425000667572,52.675000190735,1.6867082915678298,49.830433,1.6933792,2004-08-04 22:00:00
3533,0.1,938.5,4.6058751245249345,743.25,78.0,893.75,69.0,1539.25,674.5,26.125,49.425000190735,1.6491034759820684,46.481525,1.6643113,2004-08-04 23:00:00
3534,0.1,1014.5,6.61866637230466,840.0,78.0,783.25,69.0,1664.0,839.0,24.97500038147,53.625,1.6721423347627813,51.841007,1.7695191,2004-08-05 00:00:00
3535,0.1,934.5,4.477145352169449,736.5,78.0,869.0,69.0,1548.0,757.5,25.449999809265,52.949999809265,1.6980124987698701,50.478718,1.6836398,2004-08-05 01:00:00
3536,0.1,908.25,3.803808114179806,699.75,78.0,922.0,69.0,1546.75,643.5,25.375000476837,54.449999809265,1.7384170575225653,53.718887,1.7515943,2004-08-05 02:00:00
3537,0.1,852.75,2.2893398690215334,605.0,78.0,1031.5,69.0,1487.75,614.5,25.375,54.60000038147,1.7432060545343484,56.693066,1.8116766,2004-08-05 03:00:00
3538,0.1,850.5,2.100535881688503,591.5,78.0,1053.5,69.0,1482.25,578.25,24.5,57.14999961853,1.7326638039051419,61.847225,1.8456589,2004-08-05 04:00:00
3539,0.1,957.0,3.8881989834382815,704.5,78.0,856.5,69.0,1577.75,842.5,22.75,63.675001144409,1.739211313963758,70.174736,1.800701,2004-08-05 05:00:00
3540,0.1,1059.0,6.518223669074141,835.5,78.0,742.0,69.0,1674.5,1113.0,22.599999904633,64.125000953674,1.7358080237227587,66.681915,1.8005606,2004-08-05 06:00:00
3541,0.1,1260.5,14.539883225021015,1134.0,78.0,557.0,69.0,2015.0,1387.5,24.349999904633,58.0,1.742861380370306,64.81907,1.7646599,2004-08-05 07:00:00
3542,0.1,1215.25,15.052638534591573,1150.25,78.0,573.5,69.0,1961.5,1309.75,26.525000095367,50.39999961853,1.7214852466545876,46.392166,1.7392535,2004-08-05 08:00:00
3543,0.1,1096.5,9.023357950189821,940.25,78.0,675.75,69.0,1727.25,1056.25,28.074999809265,45.39999961853,1.6970242900566341,44.672173,1.711977,2004-08-05 09:00:00
3544,0.1,1135.0,11.439854734855004,1030.0,78.0,662.25,69.0,1788.75,1103.5,31.675000190735,36.674999713898,1.6842863867627103,35.81112,1.6630119,2004-08-05 10:00:00
3545,0.1,1117.25,11.165570527452475,1020.25,104.0,706.25,115.0,1731.0,972.5,35.824999809265,28.724999427795,1.6626207487323486,26.076996,1.53706,2004-08-05 11:00:00
3546,0.1,1108.25,10.197722066388899,985.0,98.0,726.75,108.0,1707.5,1001.25,36.800000190735,27.224999904633,1.662336670583652,25.85521,1.5666412,2004-08-05 12:00:00
3547,0.1,1037.75,8.160112924625768,905.75,66.0,807.75,86.0,1566.5,747.25,38.324999809265,24.450000286102,1.622010089339812,21.401075,1.3639499,2004-08-05 13:00:00
3548,0.1,984.75,6.579527516625024,838.25,60.0,849.75,84.0,1540.75,652.75,34.175000190735,30.849999427795,1.6298990075867046,27.193727,1.4772846,2004-08-05 14:00:00
3549,0.1,1099.5,6.440554720612328,832.0,85.0,767.0,97.0,1695.0,933.75,28.674999713898,51.35000038147,1.9871155419507587,47.74853,1.9062574,2004-08-05 15:00:00
3550,0.1,1066.75,6.963911210659508,855.25,90.0,747.75,102.0,1700.0,811.25,23.900000095367,69.050001144409,2.0201586620189356,61.057648,1.865338,2004-08-05 16:00:00
3551,0.1,1139.75,9.59960545219535,962.5,122.0,669.0,102.0,1815.25,918.0,21.474999904633,78.824998855591,1.9938534426979244,79.77066,1.9350065,2004-08-05 17:00:00
3552,0.1,1112.75,9.364685579922574,953.5,117.0,681.5,99.0,1801.25,898.75,21.550000190735,78.47500038147,1.994024978223889,76.28787,1.9307277,2004-08-05 18:00:00
3553,0.1,1124.25,10.177536896876418,984.25,115.0,677.75,97.0,1826.0,902.25,21.474999904633,78.350002288818,1.9818385546081054,74.93737,1.9200904,2004-08-05 19:00:00
3554,0.1,1055.75,7.682679548673003,886.0,127.0,731.5,101.0,1721.0,899.75,20.800000190735,80.875001907349,1.9636690866690774,77.26374,1.8459277,2004-08-05 20:00:00
3555,0.1,1002.25,5.395234084738762,783.0,79.0,805.0,92.0,1622.75,874.75,20.675000190735,81.824998855591,1.9716931336867463,75.868614,1.7804061,2004-08-05 21:00:00
3556,0.1,970.75,5.513801056881632,788.75,61.0,815.5,70.0,1593.75,879.0,23.125000476837,70.099999427795,1.9581988621316417,57.708427,1.6812214,2004-08-05 22:00:00
3557,0.1,1000.6666666667,5.734898404119884,799.33333333333,67.0,829.0,72.0,1618.6666666667,859.0,22.700000127157,68.399997711182,1.8626741805722766,61.824104,1.7086327,2004-08-05 23:00:00
3558,0.1,1057.75,7.223382076068705,866.5,93.0,730.5,80.0,1685.25,1047.5,22.125,72.625,1.91053713370788,68.33133,1.7574675,2004-08-06 00:00:00
3559,0.1,1030.0,6.804509091054234,848.25,77.0,733.75,71.0,1690.75,1047.75,21.824999809265,74.125,1.915043860978814,71.204506,1.8091227,2004-08-06 01:00:00
3560,0.1,950.0,4.971583761462568,762.0,60.0,826.5,69.0,1615.5,959.25,21.949999809265,72.77499961853,1.8943979720356472,69.66296,1.79365,2004-08-06 02:00:00
3561,0.1,912.25,4.1003364989127355,716.25,60.0,875.0,69.0,1586.25,897.5,21.699999332428,73.174999237061,1.876285685399135,71.908745,1.8060467,2004-08-06 03:00:00
3562,0.1,892.5,3.385350108425627,675.5,45.0,930.0,55.0,1567.0,859.0,21.424999713898,75.47500038147,1.9033492566960812,74.96811,1.8098229,2004-08-06 04:00:00
3563,0.7,938.25,4.425146462846976,733.75,65.0,846.75,57.0,1607.0,946.75,21.449999809265,75.5,1.9068622387902507,73.01941,1.8432299,2004-08-06 05:00:00
3564,1.2,1065.25,7.748421496443901,888.75,94.0,722.25,56.0,1760.25,1081.0,21.875,74.850002288818,1.9396178436319829,70.88296,1.9171267,2004-08-06 06:00:00
3565,2.3,1239.5,13.552393299818334,1102.0,205.0,588.0,72.0,1988.5,1256.5,22.0,75.89999961853,1.9817095654122596,71.354904,2.0441687,2004-08-06 07:00:00
3566,3.0,1307.25,19.061891730527954,1270.0,240.0,515.5,84.0,2191.0,1403.75,22.525000095367,74.925001144409,2.0190405512196103,68.88416,1.9677597,2004-08-06 08:00:00
3567,2.9,1228.75,16.272913223148343,1188.0,237.0,556.75,97.0,2033.25,1412.0,24.450000286102,66.199999809265,2.0010998573822025,57.88376,1.8527367,2004-08-06 09:00:00
3568,2.6,1220.0,14.150622610386957,1121.5,245.0,600.75,107.0,1974.25,1428.0,25.599999427795,61.22500038147,1.980790317239009,57.56478,1.9051919,2004-08-06 10:00:00
3569,2.6,1218.25,15.621359219570662,1168.0,206.0,607.0,117.0,2000.25,1450.75,29.275000095367,48.350001335144,1.936733578020887,42.21015,1.6327269,2004-08-06 11:00:00
3570,2.6,1170.5,14.383638648088446,1129.0,156.0,630.75,120.0,1911.0,1346.25,33.549999237061,36.049999237061,1.8394538838683978,34.40792,1.648585,2004-08-06 12:00:00
3571,2.1,1066.75,10.4752925410855,995.25,126.0,716.5,110.0,1729.75,1092.75,35.625,29.775000095367,1.704528080783003,28.96795,1.5770406,2004-08-06 13:00:00
3572,1.7,1053.75,10.204454244911034,985.25,108.0,735.0,104.0,1741.75,939.75,33.699999809265,33.400000095367,1.718561171689951,33.038166,1.6354452,2004-08-06 14:00:00
3573,1.9,1051.0,10.680402981289363,1002.75,102.0,711.25,110.0,1715.0,909.25,34.074999809265,33.325000286102,1.7508958985004088,31.474781,1.5968026,2004-08-06 15:00:00
3574,2.5,1102.75,11.58872019508255,1035.25,110.0,672.0,111.0,1833.75,1004.5,31.525000572205,43.47500038147,1.9797122204192166,42.52782,1.8530979,2004-08-06 16:00:00
3575,1.1,969.75,7.880621095138315,894.25,57.0,761.0,64.0,1649.25,756.0,32.474999904633,40.550000190735,1.9481399973703581,34.38651,1.6815609,2004-08-06 17:00:00
3576,2.1,1100.25,11.66702460019206,1038.0,109.0,668.25,92.0,1873.25,1080.0,29.77499961853,45.22500038147,1.8642271774187693,47.702568,1.9179128,2004-08-06 18:00:00
3577,2.6,1129.25,14.626124333097598,1136.75,151.0,606.25,114.0,1951.5,1219.75,27.650000095367,49.875,1.8189385856772329,48.546406,1.7690766,2004-08-06 19:00:00
3578,2.6,1125.5,13.152205818323605,1088.75,153.0,620.25,116.0,1886.0,1207.5,26.35000038147,54.60000038147,1.8459448427952891,52.01187,1.7081865,2004-08-06 20:00:00
3579,1.7,1018.5,9.823748670124626,971.0,103.0,691.75,94.0,1759.75,1057.25,25.47500038147,57.950000762939,1.86109173774175,53.335228,1.6816746,2004-08-06 21:00:00
3580,1.5,1010.5,8.76933794439815,930.25,76.0,727.5,77.0,1722.75,1008.75,25.075000286102,59.925000190735,1.8796591190963494,55.17057,1.7265323,2004-08-06 22:00:00
3581,1.8,1038.75,10.366594317711753,991.25,93.0,684.5,74.0,1819.5,1087.75,24.125000476837,63.500000953674,1.8828098540898879,58.54769,1.8248634,2004-08-06 23:00:00
3582,1.4,973.75,8.499723066346661,919.5,75.0,717.75,62.0,1755.0,1061.5,23.799999713898,64.974999427795,1.8896553453447693,61.316654,1.783172,2004-08-07 00:00:00
3583,1.2,924.75,6.423963037079952,831.25,57.0,789.25,57.0,1662.0,974.75,23.400000095367,64.900000572205,1.8429846774222827,62.774223,1.7231932,2004-08-07 01:00:00
3584,0.7,810.0,3.3643452265751663,674.25,32.0,975.5,45.0,1530.0,793.0,24.449999809265,58.60000038147,1.7713663055651492,57.696064,1.5896025,2004-08-07 02:00:00
3585,0.6,800.25,2.615500324411001,627.25,32.0,1032.25,45.0,1519.25,786.75,23.324999809265,63.299999237061,1.789514569384235,61.400913,1.6520282,2004-08-07 03:00:00
3586,0.7,812.5,2.881003344747363,644.5,42.0,989.75,49.0,1530.0,802.25,21.900000095367,67.10000038147,1.7414133752478942,66.402016,1.7138158,2004-08-07 04:00:00
3587,0.5,787.75,2.2751172648303335,604.0,37.0,1067.75,45.0,1506.75,753.5,23.60000038147,61.200000762939,1.7587803407015583,60.18709,1.6842527,2004-08-07 05:00:00
3588,0.6,815.0,3.2891897227614906,669.75,44.0,970.5,44.0,1538.0,774.25,22.574999809265,63.399998664856,1.713608682503936,63.319927,1.6774913,2004-08-07 06:00:00
3589,0.9,867.75,5.1412815724,770.5,51.0,839.5,43.0,1607.5,860.0,22.900000572205,62.60000038147,1.7252929950971398,64.08651,1.7124408,2004-08-07 07:00:00
3590,1.2,951.25,7.682679548673003,886.0,74.0,742.25,51.0,1705.0,987.75,23.349999427795,61.825000762939,1.7504280249660458,62.172207,1.7164636,2004-08-07 08:00:00
3591,2.0,1075.25,10.502542595459966,996.25,115.0,649.25,84.0,1838.0,1113.0,25.400000095367,56.175001144409,1.7961346635462923,58.33437,1.8831197,2004-08-07 09:00:00
3592,1.9,1057.5,10.935703959526428,1012.0,109.0,676.25,96.0,1781.75,1062.75,30.599999904633,41.89999961853,1.810431077922035,41.551422,1.708964,2004-08-07 10:00:00
3593,1.7,1011.75,8.369357194834848,914.25,80.0,759.75,88.0,1653.25,858.0,33.500000953674,34.0,1.7300162779989763,33.43687,1.6667922,2004-08-07 11:00:00
3594,1.2,929.0,5.972188080819656,810.5,57.0,861.5,67.0,1541.0,641.75,35.549999237061,29.824999332428,1.7003503752582032,27.520187,1.5640296,2004-08-07 12:00:00
3595,1.1,901.5,6.020495941265782,812.75,56.0,874.5,64.0,1517.75,587.5,37.5,24.650000095367,1.5636781723110953,24.080252,1.477745,2004-08-07 13:00:00
3596,1.0,835.5,4.731304485603308,749.75,43.0,959.5,54.0,1390.0,483.5,35.124999046326,25.175000190735,1.4019829695548407,22.991938,1.2426679,2004-08-07 14:00:00
3597,1.0,857.5,5.257451382616683,776.25,43.0,947.25,56.0,1430.75,498.0,38.125000953674,21.124999523163,1.3863316293690806,20.921486,1.3265684,2004-08-07 15:00:00
3598,1.0,886.25,5.801772704966261,802.5,51.0,939.0,68.0,1459.75,537.75,38.52499961853,21.849999427795,1.4652925906408523,20.332565,1.3303282,2004-08-07 16:00:00
3599,1.2,973.5,6.462705341030986,833.0,46.0,863.75,67.0,1577.0,565.25,36.825000762939,29.500000476837,1.8037093014449321,26.008013,1.6351376,2004-08-07 17:00:00
3600,1.6,1007.5,8.375545607247027,914.5,71.0,783.0,95.0,1642.5,671.5,34.89999961853,33.424999713898,1.8384058312338551,29.798195,1.636852,2004-08-07 18:00:00
3601,1.6,990.25,8.319920119759203,912.25,65.0,777.25,86.0,1647.75,688.75,32.174999237061,37.375,1.7655446725390123,35.164356,1.6570235,2004-08-07 19:00:00
3602,1.6,980.5,8.437536944416262,917.0,78.0,739.5,93.0,1649.25,713.75,29.675000190735,41.675000190735,1.708086244152597,41.554527,1.6459872,2004-08-07 20:00:00
3603,1.3,953.5,6.352276711074662,828.0,51.0,792.75,68.0,1589.25,630.75,27.724999427795,47.35000038147,1.7343830313465067,47.23119,1.7458559,2004-08-07 21:00:00
3604,1.9,1030.0,10.285388069339872,988.25,84.0,686.0,95.0,1750.5,828.75,27.25,49.400000572205,1.7602184401295657,48.512356,1.7884369,2004-08-07 22:00:00
3605,1.9,1032.5,10.901053644755171,1010.75,89.0,681.0,93.0,1767.75,875.0,26.27499961853,51.25,1.725093354038103,49.536427,1.772137,2004-08-07 23:00:00
3606,1.5,962.75,7.351704652120824,872.0,65.0,767.0,69.0,1617.0,802.5,25.650000095367,54.074999809265,1.7546223677836001,50.422676,1.6869199,2004-08-08 00:00:00
3607,1.1,917.75,5.844179298793487,804.5,43.0,816.25,55.0,1571.0,758.5,25.424999713898,55.050000190735,1.76275816269754,51.34749,1.6565595,2004-08-08 01:00:00
3608,0.8,868.0,4.467671749279885,736.0,32.0,893.5,39.0,1548.0,637.5,24.925000190735,57.324999809265,1.7822424756244704,54.970016,1.6979798,2004-08-08 02:00:00
3609,0.9,886.0,4.610672747689357,743.5,32.0,868.75,39.0,1589.5,699.75,24.125,61.849998474121,1.833886323684321,60.326607,1.815232,2004-08-08 03:00:00
3610,0.6,813.25,2.350206890480214,609.25,22.0,1016.5,33.0,1472.5,615.0,23.875,61.175000190735,1.7871029186120815,59.446476,1.7437559,2004-08-08 04:00:00
3611,0.6,815.25,2.444611245499507,615.75,21.0,1079.5,29.0,1532.0,595.75,23.849999904633,61.300000190735,1.7880915323552569,62.672733,1.8559741,2004-08-08 05:00:00
3612,0.7,814.5,2.6042055597030904,626.5,27.0,1048.5,36.0,1518.0,649.5,23.375,61.700000762939,1.7494994326800168,61.963634,1.7532836,2004-08-08 06:00:00
3613,0.6,835.0,2.7719444496798484,637.5,31.0,1023.5,38.0,1506.25,655.25,24.325000286102,58.35000038147,1.7507796010048962,58.443,1.7131139,2004-08-08 07:00:00
3614,1.0,920.5,4.5056174737563515,738.0,46.0,901.25,47.0,1585.0,779.0,25.125000476837,56.574999809265,1.7798259366447244,57.457615,1.7485474,2004-08-08 08:00:00
3615,1.2,963.25,5.206806806608315,773.75,62.0,839.25,64.0,1621.25,758.25,27.299999713898,51.349999427795,1.835031222822656,52.932648,1.8661739,2004-08-08 09:00:00
3616,1.0,934.75,4.233619587003934,723.5,43.0,936.0,49.0,1574.25,597.5,29.525000095367,45.925000190735,1.866169724325261,45.12577,1.8569531,2004-08-08 10:00:00
3617,1.3,1006.75,4.755590080852426,751.0,53.0,848.5,64.0,1648.75,643.25,27.60000038147,52.400000572205,1.905486851732254,56.628654,2.0665057,2004-08-08 11:00:00
3618,1.4,1031.5,4.620274381419234,744.0,87.0,813.25,79.0,1694.5,777.75,25.449999809265,68.000000953674,2.1806393191997313,67.90545,2.109034,2004-08-08 12:00:00
3619,0.8,900.75,3.6157421823428297,689.0,36.0,964.25,45.0,1542.75,522.0,32.150000572205,40.275000572205,1.8998594141975251,39.7687,1.8766588,2004-08-08 13:00:00
3620,0.6,850.66666666667,2.6117330874452755,627.0,21.0,1129.3333333333,30.0,1433.3333333333,418.66666666667,31.63333384196,38.93333307902,1.7837936799530902,36.389736,1.5953796,2004-08-08 14:00:00
3621,0.7,877.0,3.0399028565473483,654.5,27.0,1060.5,35.0,1471.25,443.5,33.000000953674,37.349999427795,1.8480594768587366,35.332363,1.7178175,2004-08-08 15:00:00
3622,0.8,908.75,3.633065021681544,690.0,29.0,1038.75,37.0,1488.0,473.5,35.075000762939,32.124999523163,1.784088431135567,30.885042,1.6582361,2004-08-08 16:00:00
3623,0.9,907.75,4.068437354625373,714.5,38.0,987.75,46.0,1479.0,495.0,34.999999046326,31.050000190735,1.7172519101633976,29.354515,1.6127712,2004-08-08 17:00:00
3624,1.0,925.75,4.991422099648152,763.0,41.0,948.75,54.0,1490.5,504.25,33.800000190735,32.074999332428,1.659611608364035,28.823286,1.5021439,2004-08-08 18:00:00
3625,1.5,1010.25,6.518223669074141,835.5,66.0,847.75,79.0,1576.5,616.0,31.125000476837,38.849999427795,1.7294715774200276,35.151577,1.6347772,2004-08-08 19:00:00
3626,1.5,1030.5,7.258283586063776,868.0,63.0,798.25,79.0,1634.25,689.5,28.974999904633,46.075000762939,1.8140565771692638,44.45249,1.8046207,2004-08-08 20:00:00
3627,1.7,1069.5,8.13564455537747,904.75,88.0,745.0,98.0,1701.75,846.25,28.125,50.599999427795,1.896877224351506,49.684025,1.8873456,2004-08-08 21:00:00
3628,1.9,1124.0,10.373373792087863,991.5,87.0,659.5,93.0,1791.25,1012.5,27.074999809265,54.675000190735,1.9284267661458312,53.663692,1.8849828,2004-08-08 22:00:00
3629,1.7,1066.25,9.016969786956228,940.0,86.0,683.25,89.0,1743.5,977.75,26.60000038147,56.39999961853,1.934888844315962,54.181896,1.8626866,2004-08-08 23:00:00
3630,1.2,1001.0,6.529351622974581,836.0,49.0,770.5,57.0,1662.0,820.5,25.77499961853,60.449999809265,1.9759460409544054,56.167755,1.8981657,2004-08-09 00:00:00
3631,1.1,967.25,6.2590510600905835,823.75,40.0,774.0,51.0,1637.25,862.0,25.5,61.574999809265,1.980423349158931,56.41737,1.8138523,2004-08-09 01:00:00
3632,0.8,900.75,4.40159626389495,732.5,27.0,888.0,39.0,1604.5,755.0,24.85000038147,63.47500038147,1.9647162203952904,60.31825,1.8408768,2004-08-09 02:00:00
3633,0.5,834.75,2.775808488627036,637.75,27.0,996.5,39.0,1525.5,714.75,24.275000095367,65.099999427795,1.9475237963147423,60.602493,1.8010015,2004-08-09 03:00:00
3634,0.5,819.5,2.183593389348636,597.5,23.0,1065.0,30.0,1511.25,683.5,23.775000095367,65.699998855591,1.9078975467976493,63.176838,1.8650751,2004-08-09 04:00:00
3635,0.7,895.5,3.698339727006534,693.75,58.0,940.75,46.0,1582.75,853.25,23.174999713898,67.97500038147,1.904525661592113,65.19778,1.8086567,2004-08-09 05:00:00
3636,1.2,996.0,7.3575603748787675,872.25,87.0,755.75,55.0,1727.25,989.75,23.249999523163,67.474998474121,1.89901301855135,64.84143,1.8127257,2004-08-09 06:00:00
3637,2.3,1159.25,15.084439927126038,1151.25,143.0,578.5,63.0,2004.75,1206.25,24.275000572205,63.275000572205,1.8929274024194798,56.902317,1.8664479,2004-08-09 07:00:00
3638,2.5,1184.75,15.108309746474148,1152.0,96.0,578.0,42.0,2002.75,1274.0,25.500000476837,59.675001144409,1.9193141585291005,58.559525,1.8651743,2004-08-09 08:00:00
3639,2.4,1167.5,14.665396695794612,1138.0,16.0,585.0,5.0,1945.75,1336.25,27.650000095367,52.474999427795,1.9137604259169332,54.01567,1.8780782,2004-08-09 09:00:00
3640,1.4,1043.75,9.797264454790868,970.0,54.0,714.75,39.0,1751.25,1068.25,31.824999809265,38.875,1.8005116935495666,38.63019,1.7331944,2004-08-09 10:00:00
3641,1.2,982.5,7.953131497568524,897.25,42.0,800.0,39.0,1608.25,803.75,32.674999237061,34.14999961853,1.6592042259347457,30.855818,1.49548,2004-08-09 11:00:00
3642,1.6,1031.75,8.301413416761816,911.5,72.0,763.5,71.0,1661.25,825.75,34.300000190735,31.47500038147,1.6745120272243024,31.390442,1.6855918,2004-08-09 12:00:00
3643,1.4,1018.5,7.748421496443901,888.75,54.0,786.75,65.0,1629.75,745.25,34.224999427795,31.474999904633,1.6675480064771908,31.110575,1.6556976,2004-08-09 13:00:00
3644,1.2,981.75,6.70849793298091,844.0,52.0,834.5,71.0,1566.75,638.25,33.875,32.349999904633,1.680850179819785,30.050417,1.5836413,2004-08-09 14:00:00
3645,1.5,1016.25,7.545991665728901,880.25,64.0,782.5,72.0,1616.5,683.75,34.35000038147,31.875,1.7005086090748682,30.85532,1.6475632,2004-08-09 15:00:00
3646,1.4,1016.25,7.545991665728901,880.25,70.0,782.5,76.0,1616.5,683.75,34.35000038147,31.875,1.7005086090748682,30.562515,1.6384666,2004-08-09 16:00:00
3647,1.5,1016.25,7.545991665728901,880.25,65.0,782.5,75.0,1616.5,683.75,34.35000038147,31.875,1.7005086090748682,30.930042,1.6498152,2004-08-09 17:00:00
3648,1.7,1016.25,7.545991665728901,880.25,80.0,782.5,86.0,1616.5,683.75,34.35000038147,31.875,1.7005086090748682,31.22458,1.634417,2004-08-09 18:00:00
3649,2.2,1016.25,7.545991665728901,880.25,88.0,782.5,96.0,1616.5,683.75,34.35000038147,31.875,1.7005086090748682,31.708403,1.6398978,2004-08-09 19:00:00
3650,1.9,1091.3333333333,8.628857399396077,924.66666666667,81.0,730.0,95.0,1685.0,1020.3333333333,29.766667048136,41.666666666667,1.7167297053342996,42.269436,1.7317369,2004-08-09 20:00:00
3651,1.6,1109.25,9.652146550765297,964.5,59.0,695.5,74.0,1741.75,1099.5,28.775000095367,45.949999809265,1.788425214569656,45.5082,1.782776,2004-08-09 21:00:00
3652,1.5,1097.75,9.119411727391192,944.0,69.0,686.75,76.0,1771.5,1086.0,28.199999809265,51.050000190735,1.9220665252694538,51.923504,1.9068078,2004-08-09 22:00:00
